Order No,Order Date,Customer Name,Address,City,State,Customer Type,Account Manager,Order Priority,Product Name,Product Category,Product Container,Ship Mode,Ship Date,Cost Price,Retail Price,Profit Margin,Order Quantity,Sub Total,Discount %,Discount ,Order Total,Shipping Cost,Total
5304-1,2015-02-03,Alex Russell,"99 Lygon Street,East Brunswick",Melbourne,VIC,Corporate,Connor Betts,Critical,"Artisan Flip-Chart Easel Binder, Black",Office Supplies,Wrap Bag,Regular Air,2015-02-05,13.88,22.38,8.50,8,483,4%,48.28,434.49,15.10,439
5304-1,2013-04-21,Steve Carroll,"Macquarie Centre Cnr Herring Road & Waterloo Road,Macquarie Park",Sydney,NSW,Small Business,Nicholas Fernandes,Not Specified,Artisan 479 Labels,Office Supplies,Small Box,Regular Air,2013-04-22,1.59,2.61,1.02,47,26,6%,1.62,24.69,0.50,23
5304-1,2015-05-24,Mike Gockenbach,"180 High Street,Windsor",Melbourne,VIC,Corporate,Connor Betts,High,HFX LaserJet 3310 Copier,Office Supplies,Wrap Bag,Regular Air,2015-05-28,377.99,599.99,222.00,6,3645,1%,0.00,3647.68,24.49,3650
5304-1,2015-07-14,Laurien Vistorini,"53 Riley Street,Woolloomooloo",Sydney,NSW,Home Office,Tina Carlton,High,Artisan Legal 4-Ring Binder,Office Supplies,Wrap Bag,Regular Air,2015-07-19,13.64,20.98,7.34,26,360,7%,10.08,353.36,1.49,358
5304-1,2015-05-04,Pete Armstrong,"506 Swan Street,Richmond",Melbourne,VIC,Consumer,Connor Betts,Low,Steady 52201 APSCO Electric Pencil Sharpener,Office Supplies,Wrap Bag,Regular Air,2015-05-06,16.80,40.97,24.17,19,417,1%,22.58,421.80,8.99,428
5305-1,2016-09-28,Troy Staebel,"85-113 Dunning Ave,Roseberry",Sydney,NSW,Home Office,Mihael Khan,Medium,Xit Blank Computer Paper,Office Supplies,Small Pack,Regular Air,2016-09-30,12.39,19.98,7.59,22,939,7%,27.86,901.50,5.77,907
5306-1,2013-08-11,Liz Willingham,"60 Commercial Rd,Prahran",Melbourne,VIC,Home Office,Yvette Biti,Low,Artisan 479 Labels,Office Supplies,Small Box,Regular Air,2013-08-13,1.59,2.61,1.02,6,28,4%,2.53,25.59,0.50,23
5306-1,2015-07-04,Roy Phan,"506 Swan Street,Richmond",Melbourne,VIC,Consumer,Connor Betts,Not Specified,Colored Envelopes,Office Supplies,Small Box,Express Air,2015-07-05,2.25,3.69,1.44,9,63,0%,3.37,62.89,2.50,64
5306-1,2013-04-27,Noah Childs,"155 Oxford Street,Darlinghurst",Sydney,NSW,Corporate,Samantha Chairs,Medium,Creator Colored Pencils,Office Supplies,Small Box,Regular Air,2013-04-28,1.57,3.28,1.71,42,61,6%,4.43,52.65,0.98,55
5306-1,2014-11-01,John Murray,"Sydney Fish Market, Bank Street, Sydney",Sydney,NSW,Consumer,Phoebe Gour,Critical,Deluxe Rollaway Locking File with Drawer,Office Supplies,Wrap Bag,Regular Air,2014-11-03,178.83,415.88,237.05,22,2016,4%,100.78,1814.74,11.37,1829
5306-1,2013-08-17,Roy Skaria,"2/797 Botany Rd,Rosebery",Sydney,NSW,Home Office,Samantha Chairs,Low,Artisan Hi-Liter Smear-Safe Highlighters,Office Supplies,Wrap Bag,Regular Air,2013-08-17,2.98,5.84,2.86,39,42,1%,3.27,39.64,0.83,30
5306-1,2013-10-03,Eric Barreto,"359 Crown Street,Surry Hills",Sydney,NSW,Corporate,Phoebe Gour,Not Specified,Alto Perma 3000 Stacking Storage Drawers,Furniture,Small Pack,Regular Air,2013-10-04,8.92,29.74,20.82,44,355,3%,26.34,300.84,6.64,306
5306-1,2013-05-05,Dave Kipp,"221 Barkly St,St Kilda",Melbourne,VIC,Consumer,Yvette Biti,Medium,Cando PC940 Copier,Technology,Small Box,Regular Air,2013-05-10,278.99,449.99,171.00,23,63,10%,5.94,62.99,49.00,64
5306-1,2015-02-18,Sandra Glassco,"224A Gertrude St,Fitzroy",Melbourne,VIC,Corporate,Connor Betts,Not Specified,Pizazz Colored Pencils,Office Supplies,Small Box,Regular Air,2015-02-19,1.76,2.94,1.18,20,66,7%,4.32,62.99,0.81,64
5307-1,2013-07-31,Vivian Mathis,"Crown Complex,Southbank",Melbourne,VIC,Home Office,Connor Betts,Not Specified,Cando PC940 Copier,Office Supplies,Wrap Bag,Regular Air,2013-08-02,278.99,449.99,171.00,10,2764,1%,29.53,2652.11,49.00,2667
5307-1,2013-06-29,Cyma Kinney,"Sydney Fish Market, Bank Street, Sydney",Sydney,NSW,Home Office,Phoebe Gour,High,Economy Rollaway Files,Office Supplies,Small Box,Regular Air,2013-07-03,67.73,165.20,97.47,3,4724,0%,224.05,3832.73,19.99,3930
5307-1,2013-12-23,Brian Dahlen,"1-2/299 Sussex St,Sydney",Sydney,NSW,Home Office,Aanya Zhang,High,Multimedia Mailers,Technology,Small Pack,Regular Air,2013-12-25,99.39,162.93,63.54,47,3740,7%,37.60,3533.63,19.99,3354
5307-1,2013-11-16,Pamela Stobb,"273 George Street,Sydney",Sydney,NSW,Consumer,Leighton Forrest,High,Aluminum Document Frame,Technology,Jumbo Drum,Delivery Truck,2013-11-16,5.50,12.22,6.72,25,330,2%,23.30,306.84,2.85,310
5307-1,2013-11-16,Pamela Stobb,"273 George Street,Sydney",Sydney,NSW,Consumer,Leighton Forrest,High,Aluminum Document Frame,Office Supplies,Small Box,Regular Air,2013-11-16,5.50,12.22,6.72,4,330,4%,23.10,306.84,2.85,310
5307-1,2015-05-20,Allen Armold,"224A Gertrude St,Fitzroy",Melbourne,VIC,Corporate,Connor Betts,Medium,HFX 6S Scientific Calculator,Office Supplies,Small Box,Express Air,2015-05-22,7.92,12.99,5.07,1,5000,0%,349.98,3295.55,9.44,3996
5308-1,2014-12-01,Ritsa Hightower,"1/160 Anzac Parade,Kensington",Sydney,NSW,Home Office,Natasha Song,Not Specified,Security-Tint Envelopes,Technology,Jumbo Drum,Delivery Truck,2014-12-05,4.89,7.64,2.75,3,52,6%,0.52,59.20,1.39,56
5308-1,2014-12-13,Mike Kennedy,"99 Lygon Street,East Brunswick",Melbourne,VIC,Corporate,Connor Betts,High,Steady Liquid Accent Tank-Style Highlighters,Office Supplies,Wrap Bag,Regular Air,2014-12-15,1.31,2.84,1.53,47,42,0%,0.73,41.55,0.93,47
5309-1,2013-05-31,Rick Duston,"24 Addison Rd,Marrickville",Sydney,NSW,Corporate,Radhya Staples,Medium,Artisan 479 Labels,Office Supplies,Small Box,Regular Air,2013-05-31,1.59,2.61,1.02,9,28,6%,2.85,28.53,0.50,27
5309-1,2015-06-27,Stefania Perrino,"180 High Street,Windsor",Melbourne,VIC,Home Office,Connor Betts,High,Bagged Rubber Bands,Technology,Jumbo Drum,Delivery Truck,2015-06-29,0.24,1.26,1.02,6,67,8%,5.41,62.39,0.70,69
5310-1,2013-11-16,Ashley Jarboe,"180 High Street,Windsor",Melbourne,VIC,Small Business,Connor Betts,Low,Adesso Programmable 142-Key Keyboard,Technology,Small Box,Regular Air,2013-11-18,32.02,152.48,120.46,5,305,4%,6.10,298.66,4.00,305
5310-1,2013-10-28,Toby Knight,"Crown Complex,Southbank",Melbourne,VIC,Corporate,Connor Betts,Not Specified,"Alto Six-Outlet Power Strip, 4 Cord Length",Office Supplies,Small Box,Regular Air,2013-10-29,3.53,8.62,5.09,5,463,1%,0.00,431.85,4.50,450
5311-1,2013-11-18,Phillip Flathmann,"Macquarie Centre Cnr Herring Road & Waterloo Road,Macquarie Park",Sydney,NSW,Small Business,Nicholas Fernandes,Low,Binder Clips by OIC,Office Supplies,Small Box,Regular Air,2013-11-20,0.93,1.48,0.55,26,68,3%,6.13,61.99,0.70,63
5311-1,2015-07-24,Fred Chung,"73 MacLeay St,Potts Point",Sydney,NSW,Consumer,Natasha Song,Low,Apex Breferred Stainless Steel Scissors,Office Supplies,Small Box,Regular Air,2015-07-26,2.50,5.68,3.18,44,199,3%,9.96,190.94,3.60,199
5311-1,2013-11-17,Allen Armold,"224A Gertrude St,Fitzroy",Melbourne,VIC,Home Office,Connor Betts,Medium,Steady Major Accent Highlighters,Office Supplies,Small Box,Express Air,2013-11-18,3.75,7.08,3.33,3,41,5%,2.27,38.95,2.35,31
5312-1,2014-10-11,Arthur Prichep,"Sydney Fish Market, Bank Street, Sydney",Sydney,NSW,Small Business,Phoebe Gour,Not Specified,UGen Ultra Cordless Optical Suite,Office Supplies,Small Box,Regular Air,2014-10-11,54.52,100.97,46.45,33,5868,8%,297.60,5674.90,7.18,5648
5312-1,2015-05-20,Alan Shonely,"Macquarie Centre Cnr Herring Road & Waterloo Road,Macquarie Park",Sydney,NSW,Corporate,Nicholas Fernandes,Low,Steady Liquid Accent Tank-Style Highlighters,Office Supplies,Small Box,Regular Air,2015-05-21,1.31,2.84,1.53,12,36,4%,3.35,33.55,0.93,34
5312-1,2013-05-14,Eudokia Martin,"412 Brunswick St,Fitzroy",Melbourne,VIC,Home Office,Connor Betts,Not Specified,TechSavi Cordless Keyboard,Office Supplies,Wrap Bag,Express Air,2013-05-15,17.84,34.99,17.15,31,600,6%,52.97,591.65,5.50,508
5312-1,2015-05-29,Cindy Schnelling,"240-242 Johnston Street,Fitzroy",Melbourne,VIC,Corporate,Connor Betts,Critical,Artisan 479 Labels,Office Supplies,Small Box,Regular Air,2015-05-31,1.59,2.61,1.02,8,198,8%,4.91,185.59,0.50,190
5312-1,2013-08-14,Justin Knight,"Macquarie Centre Cnr Herring Road & Waterloo Road,Macquarie Park",Sydney,NSW,Home Office,Nicholas Fernandes,Critical,Bagged Rubber Bands,Office Supplies,Small Pack,Regular Air,2013-08-23,0.24,1.26,1.02,9,42,9%,1.69,40.55,0.70,47
5313-1,2014-06-05,Lindsay Castell,"Qantas Domestic Terminal,Mascot",Sydney,NSW,Home Office,Phoebe Gour,Low,Artisan 479 Labels,Office Supplies,Small Box,Regular Air,2014-06-07,1.59,2.61,1.02,43,5,8%,1.02,5.04,0.50,10
5313-1,2013-10-20,Tamara Willingham,"10 O'Connell St,Sydney",Sydney,NSW,Corporate,Aanya Zhang,Not Specified,Smiths Metal Binder Clips,Furniture,Small Pack,Regular Air,2013-10-21,1.60,2.62,1.02,7,64,1%,2.31,62.99,0.80,64
5314-1,2013-08-17,Valerie Dominguez,"152 Bunnerong Road,Eastgardens",Sydney,NSW,Consumer,Tina Carlton,High,Steady Pocket Accent Highlighters,Office Supplies,Small Pack,Regular Air,2013-08-17,0.93,1.60,0.67,24,43,10%,3.75,39.50,1.29,30
5314-1,2013-08-06,Seth Vernon,"541 Church St,Richmond",Melbourne,VIC,Consumer,Yvette Biti,Critical,Artisan 481 Labels,Office Supplies,Small Box,Regular Air,2013-08-08,1.94,3.08,1.14,34,194,3%,3.82,188.54,0.99,190
5314-1,2013-03-11,Art Foster,"1 John Street,Waterloo",Sydney,NSW,Home Office,Charlie Bui,High,Artisan 474 Labels,Office Supplies,Small Pack,Regular Air,2013-03-13,1.84,2.88,1.04,23,30,1%,0.20,28.16,0.99,20
5314-1,2013-11-18,Phillip Flathmann,"Macquarie Centre Cnr Herring Road & Waterloo Road,Macquarie Park",Sydney,NSW,Corporate,Nicholas Fernandes,Not Specified,"TypeRight  Top-Opening Peel & Seel Envelopes, Plain White",Office Supplies,Wrap Bag,Regular Air,2013-11-20,16.85,27.18,10.33,18,683,4%,61.46,621.40,8.23,628
5314-1,2014-12-16,Harry Greene,"470 Anzac Parade,Kingsford",Sydney,NSW,Corporate,Tina Carlton,Low,"Artisan Hi-Liter GlideStik Fluorescent Highlighter, Yellow Ink",Office Supplies,Wrap Bag,Express Air,2014-12-18,1.05,1.95,0.90,27,97,6%,8.69,97.48,1.63,98
5315-1,2013-11-19,Chuck Magee,"1-2/299 Sussex St,Sydney",Sydney,NSW,Small Business,Aanya Zhang,Medium,"Alto Parchment Paper, Assorted Colors",Office Supplies,Small Box,Regular Air,2013-11-21,4.59,7.28,2.69,23,22,6%,0.22,21.62,11.15,33
5315-1,2013-05-02,Jim Kriz,"85-113 Dunning Ave,Roseberry",Sydney,NSW,Corporate,Mihael Khan,High,Emerson C82 Color Inkjet Printer,Office Supplies,Wrap Bag,Regular Air,2013-06-03,76.79,119.99,43.20,13,493,7%,32.79,345.85,14.00,346
5315-1,2014-08-25,Clay Ludtke,"7 Khartoum Rd,Macquarie Park",Sydney,NSW,Corporate,Preston Senome,High,Steady Pocket Accent Highlighters,Office Supplies,Small Box,Express Air,2014-08-27,0.93,1.60,0.67,29,43,10%,4.67,34.95,1.29,32
5315-1,2013-10-26,Shahid Shariari,"3/219 Canley Vale Road,Canley Heights",Sydney,NSW,Corporate,Mihael Khan,Not Specified,Artisan Round Ring Poly Binders,Office Supplies,Small Box,Express Air,2013-10-28,1.82,2.84,1.02,21,62,5%,7.69,58.67,5.44,69
5315-1,2014-01-23,Mark Van Huff,"1 John Street,Waterloo",Sydney,NSW,Corporate,Charlie Bui,High,Cando PC940 Copier,Office Supplies,Wrap Bag,Regular Air,2014-01-25,278.99,449.99,171.00,39,3442,6%,0.00,3349.90,49.00,2370
5315-1,2013-03-30,Justin Knight,"Macquarie Centre Cnr Herring Road & Waterloo Road,Macquarie Park",Sydney,NSW,Home Office,Nicholas Fernandes,Not Specified,"Alto Parchment Paper, Assorted Colors",Office Supplies,Small Box,Regular Air,2013-03-31,4.59,7.28,2.69,8,22,1%,0.22,21.62,11.15,33
5315-1,2013-11-18,Phillip Flathmann,"Macquarie Centre Cnr Herring Road & Waterloo Road,Macquarie Park",Sydney,NSW,Consumer,Nicholas Fernandes,Critical,Apex Box Cutter Scissors,Office Supplies,Wrap Bag,Regular Air,2013-11-20,4.19,10.23,6.04,22,454,4%,6.20,415.88,4.68,415
5316-1,2013-08-20,Cynthia Arntzen,"Hoyts Entertainment Quarter 122 Lang Road,Moore Park",Sydney,NSW,Small Business,Tina Carlton,High,Smiths Metal Binder Clips,Office Supplies,Wrap Bag,Express Air,2013-08-22,1.60,2.62,1.02,39,99,4%,3.95,95.69,0.80,97
5316-1,2013-06-30,Mitch Gastineau,"85-113 Dunning Ave,Rosebery",Sydney,NSW,Home Office,Mihael Khan,Medium,Binding Machine Supplies,Office Supplies,Wrap Bag,Regular Air,2013-07-04,18.38,29.17,10.79,43,407,3%,30.67,362.75,6.27,379
5316-1,2013-11-18,Phillip Flathmann,"Macquarie Centre Cnr Herring Road & Waterloo Road,Macquarie Park",Sydney,NSW,Home Office,Nicholas Fernandes,Medium,Emerson C82 Color Inkjet Printer,Office Supplies,Small Box,Regular Air,2013-11-20,76.79,119.99,43.20,50,480,7%,68.80,451.16,14.00,465
5316-1,2015-06-28,Joseph Airdo,"Westfield Sydney,Sydney",Sydney,NSW,Corporate,Natasha Song,Medium,"Steady Colorific Eraseable Coloring Pencils, 12 Count",Office Supplies,Wrap Bag,Regular Air,2015-06-30,1.90,3.28,1.38,48,74,10%,5.18,66.98,1.95,66
5316-1,2013-11-23,Justin Hirsh,"Qantas Domestic Terminal,Mascot",Sydney,NSW,Home Office,Phoebe Gour,High,Emerson C82 Color Inkjet Printer,Office Supplies,Wrap Bag,Regular Air,2013-11-24,76.79,119.99,43.20,26,480,7%,28.80,451.16,14.00,465
5316-1,2014-10-17,Sam Craven,"8 Rankins Lane ,Melbourne",Melbourne,VIC,Home Office,Connor Betts,Low,Smiths Standardding Envelopes,Office Supplies,Wrap Bag,Regular Air,2014-10-17,54.29,90.48,36.19,47,116,10%,10.75,116.47,19.99,116
5318-1,2013-11-20,Toby Knight,"Crown Complex,Southbank",Melbourne,VIC,Corporate,Connor Betts,Critical,Steady Liquid Accent Highlighters,Office Supplies,Small Pack,Express Air,2013-11-21,3.47,6.68,3.21,35,100,2%,3.01,97.19,1.50,99
5318-1,2014-09-12,Gary Hansen,"273 George Street,Sydney",Sydney,NSW,Consumer,Leighton Forrest,Low,UGen Ultra Cordless Optical Suite,Office Supplies,Wrap Bag,Regular Air,2014-09-19,54.52,100.97,46.45,11,4300,0%,39.38,3726.85,7.18,3827
5318-1,2015-05-04,Guy Armstrong,"6 Mary St,Newtown",Sydney,NSW,Corporate,Samantha Chairs,High,Steady Liquid Accent Tank-Style Highlighters,Office Supplies,Small Box,Regular Air,2015-05-05,1.31,2.84,1.53,25,106,3%,18.15,97.19,0.93,99
5319-1,2015-05-01,Chad McGuire,"81 MacLeay St,Potts Point",Sydney,NSW,Corporate,Samantha Chairs,Critical,Smiths Colored Interoffice Envelopes,Office Supplies,Small Pack,Regular Air,2015-05-02,19.83,30.98,11.15,35,463,2%,23.56,434.45,19.51,437
5319-1,2013-05-24,Lisa Hazard,"Cnr Williams Road & Lechlade Ave,South Yarra",Melbourne,VIC,Home Office,Yvette Biti,Not Specified,"Laser Neon Mac Format Diskettes, 10/Pack",Office Supplies,Small Box,Regular Air,2013-05-25,1.87,8.12,6.25,38,34,9%,1.02,32.86,2.83,34
5319-1,2013-11-23,Sarah Foster,"Sydney Fish Market, Bank Street, Sydney",Sydney,NSW,Corporate,Phoebe Gour,Low,"3Max Polarizing Task Lamp with Clamp Arm, Light Gray",Office Supplies,Wrap Bag,Regular Air,2013-11-25,56.16,136.98,80.82,15,354,3%,24.40,329.75,24.49,333
5320-1,2013-08-02,Chuck Magee,"1-2/299 Sussex St,Sydney",Sydney,NSW,Consumer,Aanya Zhang,Low,Alto Memo Cubes,Technology,Small Box,Regular Air,2013-08-04,3.32,5.18,1.86,37,39,3%,3.95,33.66,2.04,36
5321-1,2013-12-08,Gary Hwang,"60 York St,Sydney",Sydney,NSW,Corporate,Charlie Bui,Low,Xit Blank Computer Paper,Furniture,Small Pack,Regular Air,2013-12-15,12.39,19.98,7.59,46,440,4%,13.38,433.57,5.77,339
5321-1,2014-10-27,Mike Gockenbach,"180 High Street,Windsor",Melbourne,VIC,Home Office,Connor Betts,Medium,Beekin 6 Outlet Metallic Surge Strip,Office Supplies,Small Box,Regular Air,2014-10-31,4.46,10.89,6.43,13,36,6%,2.10,34.86,4.50,35
5322-1,2013-12-11,Bill Stewart,"188 Pitt Street,Sydney",Sydney,NSW,Corporate,Tina Carlton,Medium,Artisan 474 Labels,Office Supplies,Small Box,Regular Air,2013-12-15,1.84,2.88,1.04,7,131,6%,3.06,133.67,0.99,148
5322-1,2013-03-30,Justin Knight,"Macquarie Centre Cnr Herring Road & Waterloo Road,Macquarie Park",Sydney,NSW,Corporate,Nicholas Fernandes,Low,Artisan 474 Labels,Office Supplies,Small Box,Regular Air,2013-03-31,1.84,2.88,1.04,30,6,9%,0.10,5.64,0.99,10
5323-1,2013-08-26,Roy Skaria,"797 Botany Rd,Rosebery",Sydney,NSW,Corporate,Phoebe Gour,Critical,Smiths Metal Binder Clips,Office Supplies,Small Box,Regular Air,2013-08-27,1.60,2.62,1.02,8,39,3%,0.34,36.56,0.80,36
5323-1,2013-05-02,Tomy Molin,"85-113 Dunning Ave,Roseberry",Sydney,NSW,Home Office,Mihael Khan,Medium,UGen RF Keyboard,Office Supplies,Wrap Bag,Regular Air,2013-05-03,81.59,159.99,78.40,8,8000,3%,689.98,7599.53,5.50,7605
5323-1,2013-11-29,Maya Herman,"273 George Street,Sydney",Sydney,NSW,Small Business,Leighton Forrest,Critical,TechSavi Internet Navigator Keyboard,Office Supplies,Wrap Bag,Regular Air,2013-12-01,6.51,30.98,24.47,8,960,10%,86.39,873.53,6.50,887
5324-1,2013-02-17,Olvera Toch,"3 Carrington Road ,Box Hill",Melbourne,VIC,Small Business,Yvette Biti,Critical,Artisan 479 Labels,Technology,Small Box,Regular Air,2013-02-22,1.59,2.61,1.02,37,23,10%,1.26,20.56,0.50,21
5324-1,2014-01-27,Michelle Lonsdale,"85-113 Dunning Ave,Roseberry",Sydney,NSW,Consumer,Mihael Khan,High,Artisan 474 Labels,Office Supplies,Wrap Bag,Regular Air,2014-01-28,1.84,2.88,1.04,46,34,0%,1.38,33.02,0.99,36
5324-1,2016-07-17,Kean Thornton,"Westfield Sydney,Sydney",Sydney,NSW,Corporate,Natasha Song,Not Specified,Apex Straight Scissors,Office Supplies,Small Pack,Regular Air,2016-07-18,5.19,12.98,7.79,7,401,5%,7.24,366.08,3.14,363
5324-1,2013-10-23,Berhan Martin,"188 Pitt Street,Sydney",Sydney,NSW,Consumer,Tina Carlton,Medium,Artisan 479 Labels,Office Supplies,Wrap Bag,Regular Air,2013-10-25,1.59,2.61,1.02,48,24,3%,2.54,22.38,0.50,22
5324-1,2013-11-29,Maya Herman,"273 George Street,Sydney",Sydney,NSW,Home Office,Leighton Forrest,High,Emerson C82 Color Inkjet Printer,Office Supplies,Wrap Bag,Regular Air,2013-12-01,76.79,119.99,43.20,10,960,8%,86.39,873.53,14.00,888
5324-1,2014-04-02,Mike Kennedy,"99 Lygon Street,East Brunswick",Melbourne,VIC,Corporate,Connor Betts,Critical,Artisan 481 Labels,Office Supplies,Wrap Bag,Regular Air,2014-04-03,1.94,3.08,1.14,37,134,3%,5.31,132.04,0.99,143
5324-1,2013-11-29,Maya Herman,"273 George Street,Sydney",Sydney,NSW,Corporate,Leighton Forrest,Low,Emerson C82 Color Inkjet Printer,Office Supplies,Wrap Bag,Regular Air,2013-12-01,76.79,119.99,43.20,42,960,8%,86.39,873.53,14.00,888
5324-1,2013-11-29,Maya Herman,"273 George Street,Sydney",Sydney,NSW,Home Office,Leighton Forrest,High,Emerson C82 Color Inkjet Printer,Office Supplies,Small Box,Express Air,2013-12-01,76.79,119.99,43.20,49,960,5%,86.39,873.53,14.00,888
5324-1,2013-11-29,Jill Stevenson,"181 Enmore Rd,Enmore",Sydney,NSW,Consumer,Radhya Staples,Low,Emerson C82 Color Inkjet Printer,Office Supplies,Wrap Bag,Regular Air,2013-12-01,76.79,119.99,43.20,12,990,1%,86.39,873.53,14.00,888
5324-1,2013-11-29,Maya Herman,"273 George Street,Sydney",Sydney,NSW,Consumer,Leighton Forrest,Low,Emerson C82 Color Inkjet Printer,Office Supplies,Small Box,Regular Air,2013-12-01,76.79,119.99,43.20,32,960,10%,86.39,873.53,14.00,888
5324-1,2013-05-12,Chucy Collins,"53-55 Liverpool St,Sydney",Sydney,NSW,Home Office,Tina Carlton,Critical,Emerson Stylus 1520 Color Inkjet Printer,Office Supplies,Small Pack,Regular Air,2013-05-24,315.61,500.97,185.36,43,474,3%,0.00,437.05,69.30,457
5324-2,2014-09-13,Christina Vanderzanden,"188 Pitt Street,Sydney",Sydney,NSW,Corporate,Tina Carlton,Not Specified,Binder Posts,Office Supplies,Small Box,Regular Air,2014-09-17,3.50,5.74,2.24,1,163,6%,15.22,152.78,5.01,153
5325-1,2014-01-24,Ken Lonsdalel,"99 Lygon Street,East Brunswick",Melbourne,VIC,Small Business,Connor Betts,Critical,"3Max Polarizing Task Lamp with Clamp Arm, Light Gray",Office Supplies,Small Box,Regular Air,2014-01-26,56.16,136.98,80.82,18,3040,2%,0.00,1330.22,24.49,1441
5325-1,2014-10-17,Sam Craven,"8 Rankins Lane ,Melbourne",Melbourne,VIC,Small Business,Connor Betts,Medium,Apex Straight Scissors,Office Supplies,Small Box,Regular Air,2014-10-17,5.19,12.98,7.79,24,142,6%,12.42,132.18,3.14,131
5325-1,2016-10-13,Naresj Patel,"106 Ebley Street,Bondi Junction",Sydney,NSW,Corporate,Leighton Forrest,High,Deluxe Rollaway Locking File with Drawer,Technology,Medium Box,Regular Air,2016-10-18,178.83,415.88,237.05,24,1877,1%,143.93,1653.45,11.37,1645
5325-1,2013-06-24,Paul Lucas,"8 Quay Street,Haymarket",Sydney,NSW,Home Office,Leighton Forrest,Low,Steady Pocket Accent Highlighters,Office Supplies,Small Box,Regular Air,2013-06-25,0.93,1.60,0.67,13,107,9%,11.04,95.08,1.29,96
5326-1,2013-12-05,Trudy Brown,"180 High Street,Windsor",Melbourne,VIC,Consumer,Connor Betts,Low,"Multi-Use Personal File Cart and Caster Set, Three Stacking Bins",Office Supplies,Small Box,Regular Air,2013-12-07,14.95,34.76,19.81,8,2008,9%,180.68,1826.85,8.22,1836
5326-1,2013-12-05,Trudy Brown,"180 High Street,Windsor",Melbourne,VIC,Small Business,Connor Betts,High,Steady 52201 APSCO Electric Pencil Sharpener,Office Supplies,Wrap Bag,Express Air,2013-12-07,16.80,40.97,24.17,38,2008,2%,180.68,1826.85,8.99,1836
5326-1,2013-11-27,Tanja Norvell,"541 Church St,Richmond",Melbourne,VIC,Small Business,Yvette Biti,Medium,Smiths General Use 3-Ring Binders,Office Supplies,Small Box,Regular Air,2013-11-29,1.18,1.88,0.70,32,59,10%,4.39,59.69,1.49,61
5326-1,2013-09-22,Andrew Allen,"2/797 Botany Rd,Rosebery",Sydney,NSW,Home Office,Samantha Chairs,Medium,Economy Rollaway Files,Technology,Small Box,Regular Air,2013-09-03,67.73,165.20,97.47,34,6329,2%,402.74,5814.36,19.99,5826
5326-1,2013-12-05,Trudy Brown,"180 High Street,Windsor",Melbourne,VIC,Home Office,Connor Betts,High,Steady 52201 APSCO Electric Pencil Sharpener,Office Supplies,Wrap Bag,Regular Air,2013-12-07,16.80,40.97,24.17,41,2008,5%,180.68,1826.85,8.99,1836
5326-1,2016-02-04,Cyma Kinney,"Sydney Fish Market, Bank Street, Sydney",Sydney,NSW,Consumer,Phoebe Gour,Not Specified,Steady 52201 APSCO Electric Pencil Sharpener,Office Supplies,Small Box,Regular Air,2016-02-05,16.80,40.97,24.17,14,2008,9%,80.30,1826.85,8.99,1836
5326-1,2013-07-15,Mike Konness,"99 Lygon Street,East Brunswick",Melbourne,VIC,Home Office,Connor Betts,Not Specified,Wirebound Voice Message Log Book,Office Supplies,Wrap Bag,Express Air,2013-07-20,2.90,4.76,1.86,48,160,10%,9.49,145.85,0.88,149
5326-1,2015-12-16,Patrick OBrill,"53 Riley Street,Woolloomooloo",Sydney,NSW,Consumer,Tina Carlton,High,"Smiths Pen Style Liquid Stix; Assorted (yellow, pink, green, blue, orange), 5/Pack",Office Supplies,Small Box,Regular Air,2015-12-18,3.88,6.47,2.59,50,148,7%,4.48,146.76,1.22,148
